Interval,Interval (UTC),ams-a-control-out-control/AvgValue.value (raw data),ams-a-control-in-stateOfCharge/AvgValue.avg,ams-a-control-in-stateOfCharge/AvgValue.min,ams-a-control-in-stateOfCharge/AvgValue.max,ams-a-bat-ew/AvgValue.avg,ams-a-bat-ew/AvgValue.min,ams-a-bat-ew/AvgValue.max,numberOfConnectedVehicles/numConnVehicles.numConnVehicles,ams-a-chrg-0-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-0-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-0-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-0-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-0-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-0-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-1-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-1-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-1-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-1-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-1-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-1-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-2-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-2-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-2-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-2-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-2-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-2-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-3-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-3-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-3-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-3-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-3-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-3-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-4-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-4-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-4-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-4-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-4-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-4-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-5-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-5-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-5-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-5-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-5-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-5-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-6-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-6-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-6-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-6-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-6-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-6-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-7-0-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-7-0-3PhaseActivePowW/AvgValue.min,ams-a-chrg-7-0-3PhaseActivePowW/AvgValue.max,ams-a-chrg-7-1-3PhaseActivePowW/AvgValue.avg,ams-a-chrg-7-1-3PhaseActivePowW/AvgValue.min,ams-a-chrg-7-1-3PhaseActivePowW/AvgValue.max,ams-a-chrg-0-0-VehicleConnected/AvgValue.avg,ams-a-chrg-0-0-VehicleConnected/AvgValue.min,ams-a-chrg-0-0-VehicleConnected/AvgValue.max,ams-a-chrg-0-1-VehicleConnected/AvgValue.avg,ams-a-chrg-0-1-VehicleConnected/AvgValue.min,ams-a-chrg-0-1-VehicleConnected/AvgValue.max,ams-a-chrg-1-0-VehicleConnected/AvgValue.avg,ams-a-chrg-1-0-VehicleConnected/AvgValue.min,ams-a-chrg-1-0-VehicleConnected/AvgValue.max,ams-a-chrg-1-1-VehicleConnected/AvgValue.avg,ams-a-chrg-1-1-VehicleConnected/AvgValue.min,ams-a-chrg-1-1-VehicleConnected/AvgValue.max,ams-a-chrg-2-0-VehicleConnected/AvgValue.avg,ams-a-chrg-2-0-VehicleConnected/AvgValue.min,ams-a-chrg-2-0-VehicleConnected/AvgValue.max,ams-a-chrg-2-1-VehicleConnected/AvgValue.avg,ams-a-chrg-2-1-VehicleConnected/AvgValue.min,ams-a-chrg-2-1-VehicleConnected/AvgValue.max,ams-a-chrg-3-0-VehicleConnected/AvgValue.avg,ams-a-chrg-3-0-VehicleConnected/AvgValue.min,ams-a-chrg-3-0-VehicleConnected/AvgValue.max,ams-a-chrg-3-1-VehicleConnected/AvgValue.avg,ams-a-chrg-3-1-VehicleConnected/AvgValue.min,ams-a-chrg-3-1-VehicleConnected/AvgValue.max,ams-a-chrg-4-0-VehicleConnected/AvgValue.avg,ams-a-chrg-4-0-VehicleConnected/AvgValue.min,ams-a-chrg-4-0-VehicleConnected/AvgValue.max,ams-a-chrg-4-1-VehicleConnected/AvgValue.avg,ams-a-chrg-4-1-VehicleConnected/AvgValue.min,ams-a-chrg-4-1-VehicleConnected/AvgValue.max,ams-a-chrg-5-0-VehicleConnected/AvgValue.avg,ams-a-chrg-5-0-VehicleConnected/AvgValue.min,ams-a-chrg-5-0-VehicleConnected/AvgValue.max,ams-a-chrg-5-1-VehicleConnected/AvgValue.avg,ams-a-chrg-5-1-VehicleConnected/AvgValue.min,ams-a-chrg-5-1-VehicleConnected/AvgValue.max,ams-a-chrg-6-0-VehicleConnected/AvgValue.avg,ams-a-chrg-6-0-VehicleConnected/AvgValue.min,ams-a-chrg-6-0-VehicleConnected/AvgValue.max,ams-a-chrg-6-1-VehicleConnected/AvgValue.avg,ams-a-chrg-6-1-VehicleConnected/AvgValue.min,ams-a-chrg-6-1-VehicleConnected/AvgValue.max,ams-a-chrg-7-0-VehicleConnected/AvgValue.avg,ams-a-chrg-7-0-VehicleConnected/AvgValue.min,ams-a-chrg-7-0-VehicleConnected/AvgValue.max,ams-a-chrg-7-1-VehicleConnected/AvgValue.avg,ams-a-chrg-7-1-VehicleConnected/AvgValue.min,ams-a-chrg-7-1-VehicleConnected/AvgValue.max
2021-11-03 12:00 AM,2021-11-02 11:00 PM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11005.8960407827,10886.4394531,11047.6699219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 12:10 AM,2021-11-02 11:10 PM,,0.9363,0.9363,0.9363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10865.6434926214,4153.4897461,11091.7597656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 12:20 AM,2021-11-02 11:20 PM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11003.062556971,10888.2597656,11068.1396484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 12:30 AM,2021-11-02 11:30 PM,,0.93615,0.9361,0.9362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9083.61983140653,7251.5898438,11033.6699219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 12:40 AM,2021-11-02 11:40 PM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3451.466687014,0,7251.5898438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 12:50 AM,2021-11-02 11:50 PM,,0.93595,0.9359,0.936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 01:00 AM,2021-11-03 12:00 AM,,0.9358,0.9358,0.9358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 01:10 AM,2021-11-03 12:10 AM,,0.935733333333333,0.9357,0.9358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 01:20 AM,2021-11-03 12:20 AM,,0.9356,0.9356,0.9356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 01:30 AM,2021-11-03 12:30 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 01:40 AM,2021-11-03 12:40 AM,,0.9355,0.9355,0.9355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 01:50 AM,2021-11-03 12:50 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 02:00 AM,2021-11-03 01:00 AM,,0.9354,0.9354,0.9354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 02:10 AM,2021-11-03 01:10 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 02:20 AM,2021-11-03 01:20 AM,,0.9353,0.9353,0.9353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 02:30 AM,2021-11-03 01:30 AM,,0.9352,0.9352,0.9352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 02:40 AM,2021-11-03 01:40 AM,,0.9351,0.9351,0.9351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 02:50 AM,2021-11-03 01:50 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 03:00 AM,2021-11-03 02:00 AM,,0.935,0.935,0.935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 03:10 AM,2021-11-03 02:10 AM,,0.9349,0.9349,0.9349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 03:20 AM,2021-11-03 02:20 AM,,0.934833333333333,0.9348,0.9349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 03:30 AM,2021-11-03 02:30 AM,,0.9347,0.9347,0.9347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 03:40 AM,2021-11-03 02:40 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 03:50 AM,2021-11-03 02:50 AM,,0.934633333333333,0.9346,0.9347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 04:00 AM,2021-11-03 03:00 AM,,0.9345,0.9345,0.9345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 04:10 AM,2021-11-03 03:10 AM,,0.9344,0.9344,0.9344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 04:20 AM,2021-11-03 03:20 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 04:30 AM,2021-11-03 03:30 AM,,0.9343,0.9343,0.9343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 04:40 AM,2021-11-03 03:40 AM,,0.9342,0.9342,0.9342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 04:50 AM,2021-11-03 03:50 AM,,0.9341,0.9341,0.9341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 05:00 AM,2021-11-03 04:00 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 05:10 AM,2021-11-03 04:10 AM,,0.934,0.934,0.934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 05:20 AM,2021-11-03 04:20 AM,,0.9339,0.9339,0.9339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 05:30 AM,2021-11-03 04:30 AM,,0.9338,0.9338,0.9338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 05:40 AM,2021-11-03 04:40 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 05:50 AM,2021-11-03 04:50 AM,,0.9337,0.9337,0.9337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 06:00 AM,2021-11-03 05:00 AM,,0.9336,0.9336,0.9336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 06:10 AM,2021-11-03 05:10 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 06:20 AM,2021-11-03 05:20 AM,,0.9335,0.9335,0.9335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 06:30 AM,2021-11-03 05:30 AM,,0.9334,0.9334,0.9334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 06:40 AM,2021-11-03 05:40 AM,,0.9333,0.9333,0.9333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 06:50 AM,2021-11-03 05:50 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 07:00 AM,2021-11-03 06:00 AM,,0.9332,0.9332,0.9332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2021-11-03 07:10 AM,2021-11-03 06:10 AM,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
